type,account,created_at,so_diem_mua,chuc_danh,,,,,,,,,,,,,,,,
Mua Mpg,thinhthinh,16/5/2020 7:53,2156000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Quynhnhu86,16/5/2020 8:42,2142000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,666,16/5/2020 14:27,2061000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,tham01,16/5/2020 15:03,2040000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,buithihien,16/5/2020 16:35,2011000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,xuan37,18/5/2020 9:47,2000000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,vantoan72,17/5/2020 23:45,2000000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,thuyhana20,17/5/2020 20:28,2000000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,thuyvanth,17/5/2020 19:09,2000000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,nhungoc,17/5/2020 17:26,2000000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,yendong20,16/5/2020 21:59,2000000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Hoandc,16/5/2020 16:46,2000000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Huongdc,16/5/2020 16:42,2000000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,dinhly37,18/5/2020 9:56,1962000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,sithanh37,18/5/2020 10:05,1951000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,buigiap37,18/5/2020 10:28,1931000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,ngochieudc,18/5/2020 11:42,1900000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,haidoan81,18/5/2020 12:32,1861000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,hangtao20,18/5/2020 14:18,1800000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,huongvl,18/5/2020 15:31,1776000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,yendong20,18/5/2020 16:04,1720000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,tranhoaina20,18/5/2020 17:33,1700000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,lelan64,18/5/2020 16:27,1700000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,xuanhung2020,18/5/2020 18:07,1690000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Duongtuyen,18/5/2020 19:49,1650000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,nguyentrangqn,18/5/2020 22:35,1640000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,thanhminhphuc20,19/5/2020 0:48,1632000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,PHAMTHIHIEN,19/5/2020 7:44,1630000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,hanh81,19/5/2020 8:36,1627000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,maile20,19/5/2020 13:40,1600000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,phamthang6789,19/5/2020 10:35,1600000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,nguyenquang20,19/5/2020 13:47,1595000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,kimthoa123,19/5/2020 15:05,1588000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,oanhbinhduong,19/5/2020 16:19,1560000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Oanhbinhduong,19/5/2020 17:21,1540000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,nguyenminh93,19/5/2020 17:27,1521000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,hoe37,19/5/2020 17:29,1512000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Tuyetxuan79,19/5/2020 21:59,1510000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,phamvuitunglam,20/5/2020 6:41,1504000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,nhuphuongqn,20/5/2020 8:32,1500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,duyenhuongna20,20/5/2020 7:10,1500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,hongtg,20/5/2020 6:44,1500000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,thanhduyenqn,20/5/2020 9:02,1473000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,thomtaona20,20/5/2020 9:37,1452000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,kimcuc,20/5/2020 12:23,1450000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,lantg01,20/5/2020 14:52,1437000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,haidaily,20/5/2020 16:13,1430000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,PHAMTHIHUONG,20/5/2020 21:59,1400000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,thuytram123,20/5/2020 21:41,1400000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,letruong,20/5/2020 16:16,1400000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,mphohang,21/5/2020 7:16,1395000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,xuan82,21/5/2020 11:46,1360000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Duongtuyen,21/5/2020 12:13,1352000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,tuandong,21/5/2020 14:11,1348000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,duyenhan,21/5/2020 14:12,1330000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,phamdao,21/5/2020 14:33,1314000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,lethuanna20,21/5/2020 14:25,1314000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,van68,21/5/2020 14:55,1300000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,ducthanh,21/5/2020 14:35,1300000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,luongthinga,21/5/2020 15:53,1290000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,luongthiha,21/5/2020 16:10,1280000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,ducanh95,21/5/2020 17:04,1260000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Oanhbinhduong,21/5/2020 16:49,1260000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,ducquyet,21/5/2020 17:17,1258000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,trung82,22/5/2020 15:48,1257000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,hact1,22/5/2020 15:53,1250000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,duyenct1,22/5/2020 16:12,1230000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,lehoang123,23/5/2020 10:20,1225000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Ngocha91,23/5/2020 9:18,1225000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,nguyendinh,23/5/2020 10:40,1200000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,ngathan20,23/5/2020 12:57,1195000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,maiphuong89,23/5/2020 14:10,1186000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,thuychuot20,23/5/2020 16:55,1176000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,lienhung76,23/5/2020 16:27,1176000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,myhuyen97,23/5/2020 23:11,1175000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,hongnga72,23/5/2020 23:58,1170000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,dinh37,24/5/2020 12:03,1169000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,thanhtruc123,24/5/2020 14:18,1168000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Nguyenhuong,24/5/2020 15:01,1126000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,lienha79,24/5/2020 17:23,1112000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,doram81,24/5/2020 21:21,1110000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,danh80,24/5/2020 23:11,1096000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,sam37,25/5/2020 8:28,1064000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Ngochieudc,25/5/2020 9:50,1059000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,lank1,25/5/2020 9:52,1055000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,thuha83,25/5/2020 17:03,1050000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,liennguyen37,25/5/2020 16:40,1050000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,xuanphuong37,25/5/2020 16:24,1050000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Trongkhoa70,25/5/2020 15:27,1050000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,nghean37,25/5/2020 10:47,1050000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,thuongct,25/5/2020 10:40,1050000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,lengoc71,25/5/2020 21:10,1040000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Vuhoai,25/5/2020 20:45,1040000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Vuhadc,25/5/2020 21:19,1039000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Hoandc,25/5/2020 21:27,1030000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Nguyenhue,25/5/2020 21:30,1028000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,myhoa60,25/5/2020 21:57,1027000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,thoanguyen80,26/5/2020 9:24,1015000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Ngochieudc,26/5/2020 9:07,1015000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,hoantanky,26/5/2020 13:00,1010000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,nga63,26/5/2020 10:10,1010000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,ttm55,26/5/2020 17:08,1005000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Thanhthuandk,29/5/2020 23:23,1000000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,luong72,29/5/2020 22:31,1000000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,linhnguyen90,29/5/2020 20:24,1000000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Ngohuy,29/5/2020 17:59,1000000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Hanh01,29/5/2020 17:01,1000000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,hue123456,29/5/2020 15:32,1000000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,binhvl,29/5/2020 15:13,1000000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,yenvy123,29/5/2020 10:59,1000000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,tuyetv,29/5/2020 10:54,1000000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,maivantu,29/5/2020 10:48,1000000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,levanhoang,29/5/2020 10:47,1000000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,ngoc3912,29/5/2020 9:06,1000000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,thuyet01,28/5/2020 18:52,1000000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,ngocthuy70,28/5/2020 18:40,1000000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,kimlien20,28/5/2020 18:11,1000000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,thihien123,28/5/2020 17:28,1000000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,yen123,28/5/2020 17:02,1000000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,dieulinhna20,28/5/2020 16:35,1000000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,oanhlieu123,28/5/2020 16:07,1000000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,thingoc123,28/5/2020 14:55,1000000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,nguyet67,28/5/2020 14:21,1000000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,cuc2020,28/5/2020 13:46,1000000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,nganbd,28/5/2020 12:22,1000000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,nguyetct1,28/5/2020 10:51,1000000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,thaoct,28/5/2020 10:48,1000000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,hanhvt,27/5/2020 22:15,1000000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,trungbichlt,27/5/2020 21:38,1000000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,nguyennhan1985,27/5/2020 18:13,1000000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Ledaotruclam,27/5/2020 17:05,1000000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,phuong2020,27/5/2020 17:05,1000000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,nhumai,27/5/2020 15:57,1000000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,thaoct,27/5/2020 15:26,1000000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,tranhuongna20,27/5/2020 15:21,1000000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,huuthanh37,27/5/2020 13:00,1000000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,hungct,27/5/2020 12:35,1000000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,mienhl,27/5/2020 12:19,1000000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,hotu20,27/5/2020 11:24,1000000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,tam01,27/5/2020 9:55,1000000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Oanhbinhduong,27/5/2020 7:52,1000000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,dotaitg,26/5/2020 21:50,1000000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,duyenhuongna20,26/5/2020 17:53,1000000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Nghiatrandc,30/5/2020 9:05,996000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,trannga37,30/5/2020 10:23,990000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,thuhuong62,30/5/2020 10:59,980000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,leloan50,30/5/2020 11:29,975000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,caotan37,30/5/2020 11:56,966000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Tuyenth36,30/5/2020 17:53,960000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,chien170595,30/5/2020 15:41,960000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,luong72,31/5/2020 11:28,959000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,tieple91,31/5/2020 16:17,926000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,dienna20,31/5/2020 18:33,900000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,nguyen68,31/5/2020 20:02,892000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,quynh86,31/5/2020 23:36,890000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Hue72,31/5/2020 21:45,890000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,thanhthao040600,31/5/2020 20:54,890000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,nguyenvan83,1/6/2020 13:05,880000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,hotuoi,1/6/2020 10:17,880000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,nguyentham79,1/6/2020 9:18,880000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,thanh56,1/6/2020 14:49,878000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Hai91,1/6/2020 14:54,869000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,tragiang20,1/6/2020 17:13,865000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,dieuan03,1/6/2020 17:50,857000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,dieulinhna20,1/6/2020 19:16,848000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,lanna20,1/6/2020 18:10,848000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,loan1974,1/6/2020 20:38,840000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,ha63,1/6/2020 21:03,818000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,phuongbn,1/6/2020 21:33,815000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Huongsinh123,1/6/2020 22:06,810000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,giangdung80,1/6/2020 21:37,810000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Thiha123,1/6/2020 23:08,805000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Vanhung123,1/6/2020 22:16,805000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Phannhan,2/6/2020 8:51,800000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,LeLichDC,2/6/2020 8:49,800000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,hoanghuong37,2/6/2020 8:41,800000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,thuytien,2/6/2020 8:40,800000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,khang59,2/6/2020 7:36,800000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,duonghuongdc,2/6/2020 8:54,797000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Hieucaodc,2/6/2020 8:52,797000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,caohoandc,2/6/2020 8:55,790000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,ngoc69,2/6/2020 9:06,780000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,ngoccaodc,2/6/2020 8:57,780000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,huongtrandc,2/6/2020 8:56,780000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,hothao86,2/6/2020 10:26,775000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,tuvl,2/6/2020 9:12,775000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,luc37,2/6/2020 13:08,774000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,lehong37,2/6/2020 13:17,763000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,ngocluubd,2/6/2020 14:04,757000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,tonga37,2/6/2020 14:09,750000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,thuhoan,2/6/2020 14:43,748000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,lanhungdh,2/6/2020 16:12,745000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Minhminh,2/6/2020 16:24,738000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,dinhduy,2/6/2020 16:28,735000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Thihien123,2/6/2020 16:41,733000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Thidao123,2/6/2020 18:08,731000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,hohien,2/6/2020 22:20,730000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,phuminhphuc20,2/6/2020 18:46,730000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,lecong,2/6/2020 22:26,726000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Vien63,3/6/2020 3:59,723000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,lehanh86,3/6/2020 16:43,720000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,khoi1962,3/6/2020 8:37,720000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,thiviet123,3/6/2020 16:44,716000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,thuy1996,3/6/2020 19:50,715000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,chamct,4/6/2020 7:07,710000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,ledam,4/6/2020 9:55,700000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,vuxuanhn,4/6/2020 9:43,700000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,hoacl,4/6/2020 7:23,700000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,giact,4/6/2020 7:18,700000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,tuyenth36,4/6/2020 11:52,694000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,haidn,4/6/2020 14:58,691000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,buitamst,4/6/2020 16:13,690000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,trinhdn,4/6/2020 16:20,683000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,kimyen,4/6/2020 17:44,680000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,ngocuyen,4/6/2020 16:57,680000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,nganhuongvt,4/6/2020 16:41,680000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,bichnguyethn,4/6/2020 16:36,680000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,ngocluubd,4/6/2020 17:53,677000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,trang01,4/6/2020 21:09,676000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,ngale92,4/6/2020 21:10,673000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,hanh001,5/6/2020 10:35,669000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,binhvl,5/6/2020 10:33,669000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,dinhhuyenpt,5/6/2020 10:21,669000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Hoandc,5/6/2020 10:50,668000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,huong86pt,5/6/2020 11:02,667000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,trinhngan,5/6/2020 15:07,665000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,hoa73pt,5/6/2020 11:24,665000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,cuongtham,5/6/2020 15:08,659000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,thidao123,5/6/2020 15:27,658000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Lethu01,5/6/2020 15:32,652000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,tuyetninh81,5/6/2020 17:40,650000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,lengoc71,5/6/2020 15:42,650000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,hongngoc68,5/6/2020 18:40,646000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,nguyentn,5/6/2020 21:40,642000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,sydien72,6/6/2020 18:08,640000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,huongxoan20,6/6/2020 16:22,640000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,chuthongdl63,6/6/2020 12:19,640000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,doanlen,5/6/2020 22:50,640000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,tuyetminh,6/6/2020 18:48,636000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,hanglongan123,6/6/2020 22:00,631000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Ngocha91,7/6/2020 11:16,630000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,trannga,7/6/2020 10:32,630000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,ngadinh,7/6/2020 8:16,630000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Hoandc,7/6/2020 15:09,626000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Hanglongan123,7/6/2020 16:54,625000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,hoandc,7/6/2020 21:10,624000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,hoangduong37,8/6/2020 8:05,623000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,nguyetbao20,8/6/2020 4:47,623000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,ngathan20,8/6/2020 8:08,620000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,lienhung76,8/6/2020 8:10,616000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,trinhlongan123,8/6/2020 10:24,615000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,phamthu37,8/6/2020 8:54,615000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,hoan20,8/6/2020 11:20,613000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,hothao86,8/6/2020 13:08,611000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,nguyenchin,8/6/2020 12:00,611000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,phamthu37,8/6/2020 14:10,610000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Mydung1993,8/6/2020 15:11,608000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,sy72,8/6/2020 14:57,608000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,ngobich,8/6/2020 15:44,606000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Hoa1992,8/6/2020 16:00,604000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Trinhlongan123,8/6/2020 15:54,604000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Haivinh,8/6/2020 15:45,604000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Tranlan1959,9/6/2020 17:44,600000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,phanhang20,9/6/2020 17:35,600000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,quan87,9/6/2020 16:54,600000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,phuongltpt,9/6/2020 16:19,600000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Tranthuong89,9/6/2020 15:48,600000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,phuongloan85,9/6/2020 15:13,600000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,dinh123,9/6/2020 14:44,600000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,thanhle90,9/6/2020 12:30,600000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,huy83,9/6/2020 12:09,600000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,dieulinhna20,9/6/2020 12:02,600000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Sen82,9/6/2020 10:02,600000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,nguyentham79,9/6/2020 8:48,600000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,huyentrang,8/6/2020 19:11,600000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,vinhht1,8/6/2020 18:09,600000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,lehien36,8/6/2020 16:21,600000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,thuy91,10/6/2020 8:47,598000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,huongle85,10/6/2020 9:14,595000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,kimcuong82,10/6/2020 10:16,590000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,nguyenphuong81,10/6/2020 10:02,590000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,xoan92,10/6/2020 10:26,588000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,Hongnguyen88,10/6/2020 10:59,587000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,hongnguyen88,10/6/2020 10:52,587000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,ngohai85,10/6/2020 11:16,581000,ctv,,,,,,,,,,,,,,,,
Mua Mpg,tho83,10/6/2020 16:45,580000,ctv,,,,,,,,,,,,,,,,
